THOOMPUMKAL TRADERS
PUTHENCAVU P O             CHENGANNUR 689123 ALAPPUZHA DIST.
Stock Ledger - Item
Date:,31/12/2024
Show:,All Items
Stock Valuation:,PTS
Item Code:,All Item Code
Item Code,Item Name,Total On Hand Qty,Total SIT Qty,Conversion Unit,Reporting UOM,UOM Description,Total On Hand Value,Total SIT Value,Saleable Stock,Saleable SIT Qty,Saleable Value,Saleable SIT Value,Free OnHand Qty,Free SIT Qty,Damages Qty,Damages Value,Total On Hand Qty_UOM1,Total On Hand Qty_UOM2,Total SIT Qty_UOM1,Total SIT Qty_UOM2,Saleable SIT Qty_UOM1,Saleable SIT Qty_UOM2,Free SIT Qty_UOM1,Free SIT Qty_UOM2
FN1267AD,YIPPEE MAGIC MSL ND420G+CLOTHBAGPR_FN1267AD,0.000000 KG,645.120000 KG,0.000000 1,0.00,KG,0.00,96926.41,0.00,645.12,0.00,96926.41,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,64.000000 CFC,1536.000000 PAC,64.00,1536.00,0.00,0.00
FN1267AF,YIPPEE MAGIC MSL NOODELS420GGOATPR_FN1267AF,0.000000 KG,120.960000 KG,0.000000 1,0.00,KG,0.00,18558.33,0.00,120.96,0.00,18558.33,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,12.000000 CFC,288.000000 PAC,12.00,288.00,0.00,0.00
FN1267F,YIPPEE MGCMSL NOODLES 420G TI_FN1267F,0.000000 KG,0.000000 KG,0.000000 1,0.00,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,0.000000 CFC,0.000000 PAC,0.00,0.00,0.00,0.00
FN1267GP,YIPPEE MGC MSL ND 420G+MM PR TI_FN1267GP,0.000000 KG,0.000000 KG,0.000000 1,0.00,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,0.000000 CFC,0.000000 PAC,0.00,0.00,0.00,0.00
FN1267H,YIPPEE MGCMSL NOODLES 420G TI_FN1267H,0.000000 KG,0.000000 KG,0.000000 1,0.00,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,0.000000 CFC,0.000000 PAC,0.00,0.00,0.00,0.00
FN1267IP,YIPPEE MGC MSL ND 420G+MYMRY PR TI_FN1267IP,0.000000 KG,0.000000 KG,0.000000 1,0.00,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,0.000000 CFC,0.000000 PAC,0.00,0.00,0.00,0.00
FN1267K,YIPPEE MGCMSL NOODLES 420G TI_FN1267K,0.000000 KG,0.000000 KG,0.000000 1,0.00,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,0.000000 CFC,0.000000 PAC,0.00,0.00,0.00,0.00
FN1267KP,YIPPEE MGC MSL ND 420G+MM PR TI 68_FN1267KP,0.000000 KG,0.000000 KG,0.000000 1,0.00,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,0.000000 CFC,0.000000 PAC,0.00,0.00,0.00,0.00
FN1267OP,YIPPEE MAGIC MSL ND420G TRAY ENGPR_FN1267OP,0.000000 KG,0.000000 KG,0.000000 1,0.00,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,0.000000 CFC,0.000000 PAC,0.00,0.00,0.00,0.00
FN1267P,YIPPEE MGC MSL ND 420G+DFILLS PR_FN1267P,0.000000 KG,0.000000 KG,0.000000 1,0.00,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,0.000000 CFC,0.000000 PAC,0.00,0.00,0.00,0.00
FN1267PB,YIPPEE MAGIC MSL ND420G+CLOTHBAGPR_FN1267PB,0.000000 KG,846.720000 KG,0.000000 1,0.00,KG,0.00,126819.73,0.00,846.72,0.00,126819.73,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,84.000000 CFC,2016.000000 PAC,84.00,2016.00,0.00,0.00
FN1267PD,YIPPEE MAGIC MSL ND420G+SEEDPR_FN1267PD,0.420000 KG,1028.160000 KG,0.420000 1,0.42,KG,0.00,154476.46,0.00,1028.16,0.00,154476.46,0.00,0.00,0.42,63.10,0.041667 CFC,1.000000 PAC,102.000000 CFC,2448.000000 PAC,102.00,2448.00,0.00,0.00
FN1267QP,YIPPEE MAGIC MSL ND420G+MOODMSA PR_FN1267QP,0.000000 KG,0.000000 KG,0.000000 1,0.00,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,0.000000 CFC,0.000000 PAC,0.00,0.00,0.00,0.00
FN1267S,YIPPEE MGCMSL NOODLES 405G_FN1267S,0.000000 KG,0.000000 KG,0.000000 1,0.00,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,0.000000 CFC,0.000000 PAC,0.00,0.00,0.00,0.00
FN1267SP,YIPPEE MAGIC MSL ND420G+SAUCY PR_FN1267SP,0.000000 KG,0.000000 KG,0.000000 1,0.00,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,0.000000 CFC,0.000000 PAC,0.00,0.00,0.00,0.00
FN1267T,YIPPEE MGCMSL NOODLES 420G_FN1267T,0.000000 KG,0.000000 KG,0.000000 1,0.00,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,0.000000 CFC,0.000000 PAC,0.00,0.00,0.00,0.00
FN1267TA,YIPPEE MGCMSL NOODLES 420G PR_FN1267TA,0.000000 KG,0.000000 KG,0.000000 1,0.00,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,0.000000 CFC,0.000000 PAC,0.00,0.00,0.00,0.00
FN1267UP,YIPPEE MAGIC MSL ND 405G+SAUCY PR_FN1267UP,0.000000 KG,0.000000 KG,0.000000 1,0.00,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,0.000000 CFC,0.000000 PAC,0.00,0.00,0.00,0.00
FN1267VP,YIPPEE MAGIC MSL ND 405G+MASK PR_FN1267VP,0.000000 KG,0.000000 KG,0.000000 1,0.00,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,0.000000 CFC,0.000000 PAC,0.00,0.00,0.00,0.00
FN1267W,YIPPEE MGCMSL NOODLES 420G_FN1267W,0.000000 KG,272.160000 KG,0.000000 1,0.00,KG,0.00,40763.49,0.00,272.16,0.00,40763.49,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,27.000000 CFC,648.000000 PAC,27.00,648.00,0.00,0.00
FN1267X,YIPPEE MGCMSL NOODLES 420G_FN1267X,0.000000 KG,141.120000 KG,0.000000 1,0.00,KG,0.00,21136.62,0.00,141.12,0.00,21136.62,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,14.000000 CFC,336.000000 PAC,14.00,336.00,0.00,0.00
FN1290,YIPPEE MAGIC MASALA NOODLES 420G_FN1290,45.360000 KG,292.320000 KG,45.360000 1,45.36,KG,0.00,48053.83,45.36,292.32,7456.63,48053.83,0.00,0.00,0.00,0.00,4.500000 CFC,108.000000 PAC,29.000000 CFC,696.000000 PAC,29.00,696.00,0.00,0.00
FN1293C,YIPPEE MGCMSL NOODLES 560G_FN1293C,0.000000 KG,0.000000 KG,0.000000 1,0.00,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,0.000000 CFC,0.000000 PAC,0.00,0.00,0.00,0.00
FN1293G,YIPPEE MGCMSL NOODLES 560G_FN1293G,0.000000 KG,1461.600000 KG,0.000000 1,0.00,KG,0.00,219598.90,0.00,1461.60,0.00,219598.90,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,145.000000 CFC,2610.000000 PAC,145.00,2610.00,0.00,0.00
FN1293H,YIPPEE MGCMSL NOODLES 560G_FN1293H,0.000000 KG,393.120000 KG,0.000000 1,0.00,KG,0.00,58702.29,0.00,393.12,0.00,58702.29,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,39.000000 CFC,702.000000 PAC,39.00,702.00,0.00,0.00
FN1293K,YIPPEE MAGIC MSL NOODLES560GGOATPR_FN1293K,0.560000 KG,322.560000 KG,0.560000 1,0.56,KG,0.00,51283.81,0.00,322.56,0.00,51283.81,0.00,0.00,0.56,89.03,0.055556 CFC,1.000000 PAC,32.000000 CFC,576.000000 PAC,32.00,576.00,0.00,0.00
FN12120,YIPPEE MAGIC MASALA NOODLES 560G_FN12120,35.280000 KG,90.720000 KG,35.280000 1,35.28,KG,0.00,14913.26,35.28,90.72,5799.60,14913.26,0.00,0.00,0.00,0.00,3.500000 CFC,63.000000 PAC,9.000000 CFC,162.000000 PAC,9.00,162.00,0.00,0.00
FN1220A,YIPPEE MGC MSL NOODLES 140GRS20 C_FN1220A,0.000000 KG,0.000000 KG,0.000000 1,0.00,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,0.000000 CFC,0.000000 PAC,0.00,0.00,0.00,0.00
FN1220G,YIPPEE MGC MSL NOODLES 140G RS20_FN1220G,0.000000 KG,0.000000 KG,0.000000 1,0.00,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,0.000000 CFC,0.000000 PAC,0.00,0.00,0.00,0.00
FN1223,YIPPEE MGC MSL NOODLES 140G_FN1223,0.000000 KG,0.000000 KG,0.000000 1,0.00,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,0.000000 CFC,0.000000 PAC,0.00,0.00,0.00,0.00
FN1223AP,YIPPEE MGCMSL NOODLES 140G MALAMLP_FN1223AP,0.000000 KG,0.000000 KG,0.000000 1,0.00,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,0.000000 CFC,0.000000 PAC,0.00,0.00,0.00,0.00
FN1223B,YIPPEE MGC MSL NOODLES 148.9G_FN1223B,0.000000 KG,0.000000 KG,0.000000 1,0.00,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,0.000000 CFC,0.000000 PAC,0.00,0.00,0.00,0.00
FN1223CP,YIPPEE MAGIC MASALA ND 140G+BNC PR_FN1223CP,0.000000 KG,0.000000 KG,0.000000 1,0.00,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,0.000000 CFC,0.000000 PAC,0.00,0.00,0.00,0.00
FN1223D,YIPPEE MGC MSL NOODLES 140G_FN1223D,0.000000 KG,0.000000 KG,0.000000 1,0.00,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,0.000000 CFC,0.000000 PAC,0.00,0.00,0.00,0.00
FN1223F,YIPPEE MGC MSL NOODLES 140G_FN1223F,0.000000 KG,0.000000 KG,0.000000 1,0.00,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,0.000000 CFC,0.000000 PAC,0.00,0.00,0.00,0.00
FN1223I,YIPPEE MGC MSL NOODLES 140G_FN1223I,0.000000 KG,0.000000 KG,0.000000 1,0.00,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,0.000000 CFC,0.000000 PAC,0.00,0.00,0.00,0.00
FN1223K,YIPPEE MAGIC MASALA NOODLES 135G_FN1223K,0.000000 KG,0.000000 KG,0.000000 1,0.00,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,0.000000 CFC,0.000000 PAC,0.00,0.00,0.00,0.00
FN1223M,YIPPEE MAGIC MASALA NOODLES 140G_FN1223M,0.000000 KG,0.000000 KG,0.000000 1,0.00,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,0.000000 CFC,0.000000 PAC,0.00,0.00,0.00,0.00
FN1223P,YIPPEE MGCMSL NOODLES 140G MEGA PR_FN1223P,0.000000 KG,0.000000 KG,0.000000 1,0.00,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,0.000000 CFC,0.000000 PAC,0.00,0.00,0.00,0.00
FN1223R,YIPPEE MAGIC MASALA NOODLES 140G_FN1223R,2.100000 KG,12411.840000 KG,2.100000 1,2.10,KG,0.00,1904290.90,0.00,12411.84,0.00,1904290.90,0.00,0.00,2.10,322.19,0.312500 CFC,15.000000 PAC,1847.000000 CFC,88656.000000 PAC,1847.00,88656.00,0.00,0.00
FN1223U,YIPPEE MAGIC MASALA NOODLES 140G_FN1223U,0.000000 KG,2325.120000 KG,0.000000 1,0.00,KG,0.00,356732.35,0.00,2325.12,0.00,356732.35,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,346.000000 CFC,16608.000000 PAC,346.00,16608.00,0.00,0.00
FN1223Y,YIPPEE MGC MSL ND 140G+SAUCE PR_FN1223Y,0.000000 KG,2184.000000 KG,0.000000 1,0.00,KG,0.00,335080.96,0.00,2184.00,0.00,335080.96,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,325.000000 CFC,15600.000000 PAC,325.00,15600.00,0.00,0.00
FN1230,YIPPEE MAGIC MASALA NOODLES 140G_FN1230,15.120000 KG,934.080000 KG,15.120000 1,15.12,KG,0.00,153551.31,14.98,934.08,2462.53,153551.31,0.00,0.00,0.14,23.01,2.250000 CFC,108.000000 PAC,139.000000 CFC,6672.000000 PAC,139.00,6672.00,0.00,0.00
FN1205,MAGIC MASALA 45G_FN1205,0.000000 KG,0.000000 KG,0.000000 1,0.00,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,0.000000 CFC,0.000000 PAC,0.00,0.00,0.00,0.00
FN1205A,MAGIC MASALA 42.5G_FN1205A,0.000000 KG,0.000000 KG,0.000000 1,0.00,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,0.000000 CFC,0.000000 PAC,0.00,0.00,0.00,0.00
FN1205B,MAGIC MASALA 40G_FN1205B,0.000000 KG,0.000000 KG,0.000000 1,0.00,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,0.000000 CFC,0.000000 PAC,0.00,0.00,0.00,0.00
FN1205D,MAGIC MASALA NOODLES 35G_FN1205D,0.000000 KG,0.000000 KG,0.000000 1,0.00,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,0.000000 CFC,0.000000 PAC,0.00,0.00,0.00,0.00
FN1210,MAGIC MASALA 90G_FN1210,0.000000 KG,0.000000 KG,0.000000 1,0.00,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,0.000000 CFC,0.000000 PAC,0.00,0.00,0.00,0.00
FN1210A,MAGIC MASALA 85G_FN1210A,0.000000 KG,0.000000 KG,0.000000 1,0.00,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,0.000000 CFC,0.000000 PAC,0.00,0.00,0.00,0.00
FN1210B,MAGIC MASALA NOODLES 80G_FN1210B,0.000000 KG,0.000000 KG,0.000000 1,0.00,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,0.000000 CFC,0.000000 PAC,0.00,0.00,0.00,0.00
FN1210C,MAGIC MASALA NOODLES 75G_FN1210C,0.000000 KG,0.000000 KG,0.000000 1,0.00,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,0.000000 CFC,0.000000 PAC,0.00,0.00,0.00,0.00
FN1210D,YIPPEE MAGIC MASALA NOODLES 70G_FN1210D,0.000000 KG,0.000000 KG,0.000000 1,0.00,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,0.000000 CFC,0.000000 PAC,0.00,0.00,0.00,0.00
FN1210DP,YIPPEE MAGIC MASALA NOODLES 70G RP_FN1210DP,0.000000 KG,0.000000 KG,0.000000 1,0.00,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,0.000000 CFC,0.000000 PAC,0.00,0.00,0.00,0.00
FN1210P,MAGIC MASALA NOODLES 80G PROMO_FN1210P,0.000000 KG,0.000000 KG,0.000000 1,0.00,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,0.000000 CFC,0.000000 PAC,0.00,0.00,0.00,0.00
FN1212,YIPPEE MAGIC MASALA NOODLES 70G_FN1212,0.000000 KG,0.000000 KG,0.000000 1,0.00,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,0.000000 CFC,0.000000 PAC,0.00,0.00,0.00,0.00
FN1212A,YIPPEE MAGIC MASALA NOODLES 74.5G_FN1212A,0.000000 KG,0.000000 KG,0.000000 1,0.00,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,0.000000 CFC,0.000000 PAC,0.00,0.00,0.00,0.00
FN1212AE,YIPPEE MAGIC MSL NOODLES 70GGOATPR_FN1212AE,1.470000 KG,3904.320000 KG,1.470000 1,1.47,KG,0.00,620747.84,0.00,3904.32,0.00,620747.84,0.00,0.00,1.47,233.72,0.218750 CFC,21.000000 PAC,581.000000 CFC,55776.000000 PAC,581.00,55776.00,0.00,0.00
FN1212AP,YIPPEE MAGIC MASALA ND 70G MEGA PR_FN1212AP,0.000000 KG,0.000000 KG,0.000000 1,0.00,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,0.000000 CFC,0.000000 PAC,0.00,0.00,0.00,0.00
FN1212C,YIPPEE MAGIC MASALA NOODLES 70G_FN1212C,0.000000 KG,0.000000 KG,0.000000 1,0.00,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,0.000000 CFC,0.000000 PAC,0.00,0.00,0.00,0.00
FN1212E,YIPPEE MAGIC MASALA NOODLES70GCP_FN1212E,0.000000 KG,0.000000 KG,0.000000 1,0.00,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,0.000000 CFC,0.000000 PAC,0.00,0.00,0.00,0.00
FN1212EP,YIPPEE MAGIC MASALA NOODLES 70G AT_FN1212EP,0.000000 KG,0.000000 KG,0.000000 1,0.00,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,0.000000 CFC,0.000000 PAC,0.00,0.00,0.00,0.00
FN1212G,YIPPEE MAGIC MASALA NOODLES 67.5G_FN1212G,0.000000 KG,0.000000 KG,0.000000 1,0.00,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,0.000000 CFC,0.000000 PAC,0.00,0.00,0.00,0.00
FN1212JP,YIPPEE MAGIC MASALA NOODLES 70G SP_FN1212JP,0.000000 KG,0.000000 KG,0.000000 1,0.00,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,0.000000 CFC,0.000000 PAC,0.00,0.00,0.00,0.00
FN1212K,YIPPEE MAGIC MASALA NOODLES 70G_FN1212K,0.070000 KG,3111.360000 KG,0.070000 1,0.07,KG,0.00,477361.50,0.00,3111.36,0.00,477361.50,0.00,0.00,0.07,10.74,0.010417 CFC,1.000000 PAC,463.000000 CFC,44448.000000 PAC,463.00,44448.00,0.00,0.00
FN1212NP,YIPPEE MAGIC MASALA NOODLES 70G CP_FN1212NP,0.000000 KG,0.000000 KG,0.000000 1,0.00,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,0.000000 CFC,0.000000 PAC,0.00,0.00,0.00,0.00
FN1212PB,YIPPEE MAGIC MASALA NOODLES67.5GLP_FN1212PB,0.000000 KG,0.000000 KG,0.000000 1,0.00,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,0.000000 CFC,0.000000 PAC,0.00,0.00,0.00,0.00
FN1212PF,YIPPEE MAGIC MASALA NOODLES70GPMPR_FN1212PF,0.000000 KG,0.000000 KG,0.000000 1,0.00,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,0.000000 CFC,0.000000 PAC,0.00,0.00,0.00,0.00
FN1212PP,YIPPEE MAGIC MASALA NOODLES 70G_FN1212PP,0.000000 KG,0.000000 KG,0.000000 1,0.00,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,0.000000 CFC,0.000000 PAC,0.00,0.00,0.00,0.00
FN1212SP,YIPPEE MAGIC MASALA NOODLES 70G CP_FN1212SP,0.000000 KG,0.000000 KG,0.000000 1,0.00,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,0.000000 CFC,0.000000 PAC,0.00,0.00,0.00,0.00
FN1212U,YIPPEE MAGIC MASALA NOODLES 70G_FN1212U,0.140000 KG,6968.640000 KG,0.140000 1,0.14,KG,0.00,1047007.15,0.00,6968.64,0.00,1047007.15,0.00,0.00,0.14,21.03,0.020833 CFC,2.000000 PAC,1037.000000 CFC,99552.000000 PAC,1037.00,99552.00,0.00,0.00
FN1212ZC,YIPPEE MGC MSL NOODLES 70G STAR PR_FN1212ZC,0.020000 KG,3077.760000 KG,0.020000 1,0.02,KG,0.00,472206.41,0.02,3077.76,3.07,472206.41,0.00,0.00,0.00,0.00,0.002976 CFC,0.285714 PAC,458.000000 CFC,43968.000000 PAC,458.00,43968.00,0.00,0.00
FN1215,YIPPEE MAGIC MASALA NOODLES 70G_FN1215,46.200000 KG,853.440000 KG,46.200000 1,46.20,KG,0.00,140295.08,36.26,853.44,5960.70,140295.08,0.00,0.00,9.94,1634.01,6.875000 CFC,660.000000 PAC,127.000000 CFC,12192.000000 PAC,127.00,12192.00,0.00,0.00
FN1240,MAGIC MASALA NOODLES 320G_FN1240,0.000000 KG,0.000000 KG,0.000000 1,0.00,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,0.000000 CFC,0.000000 PAC,0.00,0.00,0.00,0.00
FN1240A,MAGIC MASALA NOODLES 300G_FN1240A,0.000000 KG,0.000000 KG,0.000000 1,0.00,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,0.000000 CFC,0.000000 PAC,0.00,0.00,0.00,0.00
FN1240AP,MAGIC MASALA NOODLES 300G PROMO_FN1240AP,0.000000 KG,0.000000 KG,0.000000 1,0.00,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,0.000000 CFC,0.000000 PAC,0.00,0.00,0.00,0.00
FN1240B,YIPPEE MAGIC MASALA NOODLES 280G_FN1240B,0.000000 KG,0.000000 KG,0.000000 1,0.00,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,0.000000 CFC,0.000000 PAC,0.00,0.00,0.00,0.00
FN1240BP,YIPPEE MAGIC MSL NOODLES 280G RP_FN1240BP,0.000000 KG,0.000000 KG,0.000000 1,0.00,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,0.000000 CFC,0.000000 PAC,0.00,0.00,0.00,0.00
FN1240CP,YIPPEE MAGIC MSL NOODLE280G MOMSFR_FN1240CP,0.000000 KG,0.000000 KG,0.000000 1,0.00,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,0.000000 CFC,0.000000 PAC,0.00,0.00,0.00,0.00
FN1240G,YIPPEE MAGIC MASALA NOODLES 280G_FN1240G,0.000000 KG,0.000000 KG,0.000000 1,0.00,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,0.000000 CFC,0.000000 PAC,0.00,0.00,0.00,0.00
FN1240P,MAGIC MASALA NOODLES 320G PROMO_FN1240P,0.000000 KG,0.000000 KG,0.000000 1,0.00,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,0.000000 CFC,0.000000 PAC,0.00,0.00,0.00,0.00
FN1245,YIPPEE MAGIC MASALA NOODLES 280G_FN1245,0.000000 KG,0.000000 KG,0.000000 1,0.00,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,0.000000 CFC,0.000000 PAC,0.00,0.00,0.00,0.00
FN1245A,YIPPEE MAGIC MASALA NOODLES 297.8G_FN1245A,0.000000 KG,0.000000 KG,0.000000 1,0.00,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,0.000000 CFC,0.000000 PAC,0.00,0.00,0.00,0.00
FN1245AA,YIPPEE MAGIC MASALA ND 280G_FN1245AA,5.600000 KG,20270.880000 KG,5.600000 1,5.60,KG,0.00,3222867.21,0.00,20270.88,0.00,3222867.21,0.00,0.00,5.60,890.34,0.555556 CFC,20.000000 PAC,2011.000000 CFC,72396.000000 PAC,2011.00,72396.00,0.00,0.00
FN1245AD,YIPPEE MAGIC MSL NOODELS280GGOATPR_FN1245AD,0.000000 KG,4082.400000 KG,0.000000 1,0.00,KG,0.00,626343.65,0.00,4082.40,0.00,626343.65,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,405.000000 CFC,14580.000000 PAC,405.00,14580.00,0.00,0.00
FN1245AP,YIPEE MGCMSLA NOODLE 280GMALAMALPR_FN1245AP,0.000000 KG,0.000000 KG,0.000000 1,0.00,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,0.000000 CFC,0.000000 PAC,0.00,0.00,0.00,0.00
